EmployeeID,Name,Department,JobRole,Gender,Age,YearsAtCompany,MonthlySalary,PerformanceRating,WorkLifeBalanceScore,AttritionRisk,Attrition_Prob,Risk_Level,gaps_count,weighted_gap_score,coverage_pct,Top_Skill_Gap,Rec_Priority,Recommended_Tools
299,Brian Stein,Hr,Hr Manager,Male,26,10,113808,3,7.77,No,0.0013,LOW,6,20.62,0.4,Speaking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
300,Robert Dudley,Finance,Accountant,Female,30,8,78248,4,-0.47,No,0.0015,LOW,6,22.49,0.4,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
301,Janice Griffin,Marketing,Content Lead,Male,22,6,36366,4,6.0,No,0.0009,LOW,6,20.25,0.4,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
302,Vanessa Phillips,Finance,Auditor,Other,34,4,124118,3,4.0,No,0.0008,LOW,5,15.26,0.5,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
303,Jared Walters,Sales,Account Manager,Other,42,4,173076,4,-2.0,No,0.007,LOW,7,25.0,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
304,Richard Miller,Sales,Sales Executive,Male,30,6,60148,3,7.67,No,0.0009,LOW,7,23.13,0.3,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
305,Brandi Lewis,It,Developer,Female,48,3,179876,3,6.6,No,0.0009,LOW,7,20.49,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
306,Nancy Taylor DVM,It,Engineer,Female,50,12,71648,3,5.8,No,0.0013,LOW,6,19.88,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
307,Michael Harris,Finance,Auditor,Female,50,15,129341,4,0.83,No,0.0022,LOW,6,17.51,0.4,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
308,Nicole Robles,Hr,Hr Manager,Male,32,8,154022,3,5.47,No,0.001,LOW,7,26.0,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
309,Samantha Miller,It,Developer,Male,49,10,38841,3,3.17,No,0.0011,LOW,7,22.5,0.3,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
310,Andrea Perez,Hr,Hr Manager,Other,28,15,54740,4,0.87,No,0.002,LOW,6,23.12,0.4,Speaking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
311,Scott Flores,Hr,Hr Executive,Female,59,14,53573,2,8.77,No,0.0099,LOW,5,16.88,0.5,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
312,Paul Jones,Support,Helpdesk,Male,37,14,176277,4,7.87,No,0.0013,LOW,6,21.37,0.4,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
313,John Johns,Support,Support Engineer,Other,27,12,107565,2,4.23,Yes,0.9927,HIGH,6,20.25,0.4,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
314,Lawrence Sellers,Hr,Hr Manager,Other,47,3,46944,2,1.3,Yes,0.9981,HIGH,7,28.0,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
315,Joe Schultz,Sales,Sales Executive,Male,35,15,45633,3,0.77,No,0.0023,LOW,6,22.49,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
316,Sandra Snow,Finance,Accountant,Male,35,14,167197,3,7.33,No,0.0013,LOW,7,24.49,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
317,Beverly Wheeler,Sales,Account Manager,Male,55,7,112507,5,5.73,No,0.0009,LOW,6,21.12,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
318,Ms. Amanda Wallace MD,Sales,Account Manager,Female,33,2,90509,3,0.47,No,0.0046,LOW,5,16.0,0.5,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
319,Briana Hamilton,Hr,Hr Executive,Female,45,12,150675,1,-1.0,Yes,0.9987,HIGH,7,23.37,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
320,Carla Smith,Marketing,Seo Analyst,Female,46,10,71300,3,3.37,No,0.0021,LOW,6,21.63,0.4,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
321,Ashley Ortiz,Marketing,Seo Analyst,Male,60,9,77783,3,8.17,No,0.001,LOW,7,25.63,0.3,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
322,David Winters,It,Tester,Other,58,10,109972,4,3.03,No,0.0022,LOW,5,18.25,0.5,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
323,Derrick Villanueva,Marketing,Content Lead,Male,37,5,148267,4,3.2,No,0.0015,LOW,5,18.37,0.5,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
324,Sarah Ponce,It,Tester,Other,56,7,131748,3,-2.07,No,0.007,LOW,6,20.13,0.4,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
325,Alan Thompson,It,Engineer,Male,51,12,145326,3,4.8,No,0.0011,LOW,6,22.37,0.4,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
326,Vanessa Logan,Marketing,Content Lead,Male,32,3,145172,5,2.03,No,0.0015,LOW,7,23.25,0.3,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
327,Joshua Stevens,Sales,Sales Executive,Other,25,13,140663,3,4.6,No,0.0097,LOW,5,16.13,0.5,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
328,James West,Finance,Accountant,Male,25,4,122261,1,-1.63,Yes,0.9982,HIGH,6,20.13,0.4,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
329,Donna Wolfe,Hr,Hr Manager,Female,31,12,35923,4,2.0,No,0.0013,LOW,5,18.0,0.5,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
330,Alexander Murray,It,Developer,Female,47,14,121204,4,-0.8,No,0.0021,LOW,5,15.25,0.5,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
331,Catherine Raymond,Sales,Account Manager,Other,56,5,48764,3,6.27,No,0.0009,LOW,5,19.12,0.5,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
332,Lisa White,Sales,Sales Executive,Female,43,5,111995,4,6.83,No,0.0009,LOW,7,23.25,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
333,Marie Wilcox,Hr,Hr Manager,Female,23,7,146939,3,4.63,No,0.0009,LOW,6,22.25,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
334,Kevin George,Sales,Account Manager,Male,38,3,131509,5,0.47,No,0.0015,LOW,5,18.37,0.5,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
335,Justin Howard,Support,Support Engineer,Other,36,9,49565,2,-1.93,Yes,0.9982,HIGH,7,23.13,0.3,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
336,Ryan Wood,Hr,Hr Executive,Female,35,10,85186,3,1.4,No,0.0023,LOW,7,26.24,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
337,Jesse Cline,Marketing,Seo Analyst,Female,37,11,170101,3,3.27,No,0.0011,LOW,7,24.63,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
338,William Wright,Marketing,Seo Analyst,Female,42,6,166547,3,0.03,No,0.0066,LOW,7,22.87,0.3,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
339,Jeffery Anderson,Marketing,Content Lead,Male,46,4,136830,3,8.0,No,0.0009,LOW,7,25.49,0.3,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
340,Denise Martinez,Marketing,Content Lead,Other,36,13,89473,3,3.67,No,0.0012,LOW,6,20.25,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
341,Benjamin Robinson,Finance,Auditor,Female,28,2,80131,3,1.23,No,0.0019,LOW,6,20.14,0.4,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
342,Terry Hunt,It,Tester,Female,36,8,60436,4,-0.23,No,0.0014,LOW,7,24.37,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
343,Chelsey Smith,Hr,Hr Executive,Female,42,4,167857,3,5.57,No,0.0008,LOW,7,26.37,0.3,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
344,Jeff Oconnor,Finance,Auditor,Female,33,4,153228,4,1.83,No,0.0017,LOW,6,20.38,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
345,Brendan Henson,Finance,Accountant,Male,47,4,109066,3,5.43,No,0.0013,LOW,5,18.49,0.5,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
346,Christina Sanders,Hr,Hr Manager,Male,55,9,136921,3,1.23,No,0.0022,LOW,6,20.88,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
347,Douglas Nelson,Hr,Hr Executive,Male,32,4,99855,4,5.53,No,0.0008,LOW,6,20.13,0.4,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
348,Mary Turner,It,Developer,Male,36,15,40969,2,-0.3,Yes,0.9986,HIGH,5,15.75,0.5,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
349,Kevin Brown,Sales,Sales Executive,Other,21,10,88812,5,5.43,No,0.0011,LOW,6,19.13,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
350,Jonathan Bishop,Marketing,Content Lead,Female,33,13,96146,3,6.17,No,0.0012,LOW,5,18.25,0.5,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
351,Maurice Lee,Hr,Hr Manager,Male,33,10,76013,3,7.3,No,0.0012,LOW,5,20.0,0.5,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
352,Austin Jackson,Support,Helpdesk,Male,53,7,86146,2,2.63,Yes,0.9983,HIGH,5,18.25,0.5,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
353,Mary Burgess,It,Tester,Female,36,5,133790,4,5.27,No,0.0008,LOW,7,24.13,0.3,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
354,Patricia Reed,Support,Helpdesk,Female,47,5,82116,4,4.1,No,0.0009,LOW,7,26.49,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
355,Nancy Simpson,Sales,Account Manager,Female,36,5,174515,4,7.8,No,0.0009,LOW,7,24.25,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
356,Justin Huerta,It,Tester,Female,51,11,32394,3,0.9,No,0.0032,LOW,6,19.76,0.4,Speaking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
357,Henry Davis,Hr,Hr Executive,Other,28,10,167537,3,6.67,No,0.0013,LOW,7,27.24,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
358,Nancy Allen,It,Engineer,Male,55,14,172995,3,4.9,No,0.0021,LOW,5,19.12,0.5,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
359,Jill Hill,Hr,Hr Executive,Male,32,12,92794,3,5.53,No,0.0011,LOW,7,23.13,0.3,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
360,Nicholas Barnes,Hr,Hr Manager,Other,48,3,137935,3,0.17,No,0.0052,LOW,5,17.87,0.5,Speaking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
361,Emily Richardson,Marketing,Seo Analyst,Female,44,7,115462,4,3.53,No,0.0008,LOW,5,18.0,0.5,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
362,Chad Potter,Support,Helpdesk,Other,27,8,87597,2,6.67,No,0.0072,LOW,5,17.25,0.5,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
363,Elizabeth Mcdonald,Support,Helpdesk,Female,58,5,55055,4,4.3,No,0.0014,LOW,5,17.49,0.5,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
364,Mrs. Lisa Willis,It,Tester,Male,43,13,137797,2,7.2,No,0.0101,LOW,5,16.37,0.5,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
365,Kathryn Henry,Sales,Sales Executive,Female,43,12,53127,3,1.0,No,0.0095,LOW,5,18.0,0.5,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
366,Joshua Meyer,Support,Helpdesk,Male,34,8,140036,3,1.93,No,0.007,LOW,7,26.37,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
367,Michelle Jackson,Finance,Accountant,Other,40,14,124811,3,6.0,No,0.0013,LOW,7,23.37,0.3,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
368,Jason Camacho,It,Developer,Other,39,5,155312,2,4.33,Yes,0.9914,HIGH,5,15.75,0.5,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
369,Zachary King,Sales,Account Manager,Male,49,3,105484,3,-1.4,No,0.0015,LOW,5,16.0,0.5,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
370,Heather Hill,Hr,Hr Executive,Female,25,2,104217,5,8.0,No,0.0009,LOW,7,23.25,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
371,Hannah Webb,Finance,Accountant,Male,46,4,167454,3,6.17,No,0.0009,LOW,7,24.25,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
372,Daniel Floyd,It,Developer,Other,33,9,68529,2,2.0,Yes,0.9984,HIGH,7,22.25,0.3,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
373,Kenneth Ford,Finance,Auditor,Female,31,15,53142,3,4.23,No,0.0021,LOW,7,22.26,0.3,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
374,Joshua Green,Finance,Accountant,Male,58,9,40979,3,2.23,No,0.001,LOW,7,25.49,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
375,Bryan Torres,Marketing,Seo Analyst,Female,46,9,161498,4,4.9,No,0.0016,LOW,7,25.0,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
376,James Henderson,It,Engineer,Female,21,14,147713,3,1.4,No,0.002,LOW,5,17.01,0.5,Writing,Critical,N/A (V2 requires sentence-transformers with valid GPU)
377,Timothy Morris,Sales,Sales Executive,Other,22,2,93080,3,1.5,No,0.0015,LOW,7,25.12,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
378,Dillon Daniel,Sales,Sales Executive,Male,56,14,129210,1,0.87,Yes,0.9988,HIGH,7,25.25,0.3,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
379,Shelley Anthony,Support,Support Engineer,Other,51,13,37689,2,6.5,No,0.0104,LOW,7,24.37,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
380,Edward Jennings,Marketing,Seo Analyst,Female,30,14,173685,3,2.17,No,0.0013,LOW,5,16.75,0.5,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
381,Dana Steele,It,Tester,Female,46,11,68482,2,9.4,No,0.01,LOW,6,20.24,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
382,Caitlyn Hayes,Support,Support Engineer,Male,37,7,51630,3,3.13,No,0.0037,LOW,7,27.24,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
383,Kathleen Rasmussen,It,Engineer,Male,31,2,41134,4,3.8,No,0.0015,LOW,6,22.37,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
384,Kyle Fuller,Sales,Sales Executive,Male,22,4,46137,3,0.03,No,0.0067,LOW,6,20.37,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
385,Jill Bass,Hr,Hr Manager,Female,54,9,38595,3,7.43,No,0.001,LOW,5,16.62,0.5,Speaking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
386,Lindsey Mcmillan,Sales,Sales Executive,Male,52,14,175777,3,0.97,No,0.0099,LOW,6,19.88,0.4,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
387,Bryan Briggs,Sales,Account Manager,Other,32,7,102650,5,9.07,No,0.0009,LOW,6,23.36,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
388,Ms. Amanda Campbell,Marketing,Content Lead,Female,51,13,107276,5,7.4,No,0.0013,LOW,5,17.25,0.5,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
389,Martha Henson,Support,Support Engineer,Other,22,7,131037,4,4.7,No,0.0009,LOW,5,17.88,0.5,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
390,Thomas Green,Sales,Account Manager,Female,21,5,131917,2,3.33,No,0.0196,LOW,6,20.37,0.4,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
391,Melissa Parker,Marketing,Content Lead,Other,60,12,133093,4,1.27,No,0.0023,LOW,6,22.24,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
392,George Cooley,It,Tester,Female,48,2,72367,4,5.0,No,0.0014,LOW,6,20.0,0.4,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
393,Anthony Dominguez,Support,Helpdesk,Male,25,10,32438,3,1.57,No,0.0013,LOW,6,22.24,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
394,Katherine Webster,Finance,Accountant,Male,49,2,59217,3,5.53,No,0.0008,LOW,5,17.12,0.5,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
395,Heather Martinez,Sales,Account Manager,Other,59,12,175726,4,0.33,No,0.002,LOW,6,22.61,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
396,Gregory Adams,Marketing,Seo Analyst,Female,41,12,32496,3,4.5,No,0.0011,LOW,7,24.87,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
397,Pamela Smith,It,Engineer,Female,27,9,30860,3,2.17,No,0.001,LOW,7,23.25,0.3,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
398,Steven Lewis,Sales,Sales Executive,Female,48,7,84698,4,2.53,No,0.0016,LOW,5,18.0,0.5,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
399,Veronica Washington,Sales,Sales Executive,Male,39,3,41440,3,7.63,No,0.0009,LOW,7,24.24,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
400,John Smith,Finance,Accountant,Other,41,6,69711,3,4.93,No,0.0012,LOW,7,24.13,0.3,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
401,John Gonzalez,It,Developer,Other,60,12,112591,1,-0.4,Yes,0.9987,HIGH,6,16.99,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
402,Stacey Smith,Marketing,Seo Analyst,Male,41,4,63692,2,-1.1,Yes,0.9981,HIGH,5,17.99,0.5,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
403,Jonathan Armstrong,Sales,Account Manager,Female,47,11,34950,3,1.83,No,0.0103,LOW,7,26.61,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
404,Edwin Greene,It,Developer,Male,55,12,162717,5,3.0,No,0.0012,LOW,7,21.62,0.3,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
405,Jessica Clark,It,Tester,Male,49,14,104563,3,2.0,No,0.0013,LOW,7,24.25,0.3,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
406,Jody Johnson DDS,Sales,Sales Executive,Male,29,2,83355,2,1.63,Yes,0.9983,HIGH,6,20.13,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
407,Amy Moore,It,Tester,Female,43,11,98962,4,6.1,No,0.0012,LOW,6,22.25,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
408,Noah Stewart,Support,Support Engineer,Male,37,4,53289,5,3.77,No,0.0012,LOW,5,15.76,0.5,Writing,Critical,N/A (V2 requires sentence-transformers with valid GPU)
409,Gabriel Hess,Hr,Hr Manager,Male,29,8,67267,3,2.07,No,0.0016,LOW,5,18.87,0.5,Writing,Critical,N/A (V2 requires sentence-transformers with valid GPU)
410,Kimberly Larson,Marketing,Content Lead,Male,23,10,64955,2,7.57,No,0.0099,LOW,7,24.37,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
411,Mrs. Melissa Thompson DDS,Marketing,Seo Analyst,Other,47,2,32693,4,0.6,No,0.0016,LOW,7,24.0,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
412,Dr. Steven Blair,Support,Support Engineer,Other,48,15,168715,2,6.53,No,0.043,LOW,7,25.24,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
413,Courtney Miller,Finance,Auditor,Other,60,5,69898,2,-2.23,Yes,0.9981,HIGH,5,16.88,0.5,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
414,Karen Mcknight,Finance,Auditor,Female,44,13,76888,4,5.27,No,0.0017,LOW,6,19.88,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
415,Sonya Martin,It,Engineer,Female,23,5,77513,1,4.13,No,0.0278,LOW,5,17.0,0.5,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
416,Dr. Pamela Wilcox,Finance,Auditor,Female,31,4,144517,4,-2.83,No,0.0047,LOW,7,21.13,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
417,Heather Hampton,Finance,Auditor,Male,56,9,125280,3,6.03,No,0.001,LOW,5,17.51,0.5,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
418,James Taylor Jr.,Sales,Account Manager,Other,42,2,127848,3,0.63,No,0.0069,LOW,7,26.37,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
419,Tamara Figueroa,Marketing,Content Lead,Female,42,3,41729,3,7.43,No,0.0009,LOW,6,21.37,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
420,Aaron Martin,Sales,Account Manager,Female,60,5,115766,4,1.97,No,0.0016,LOW,7,24.13,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
421,Carlos Washington,Finance,Auditor,Male,45,8,123401,4,2.77,No,0.0013,LOW,6,17.38,0.4,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
422,Brittany Callahan,Marketing,Content Lead,Female,60,6,155850,3,7.83,No,0.0009,LOW,6,21.37,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
423,Andrew Gonzalez,Sales,Account Manager,Female,33,4,127997,4,1.7,No,0.0017,LOW,7,23.25,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
424,Mr. Ricky Nichols,Marketing,Content Lead,Male,27,9,156714,4,5.77,No,0.0009,LOW,6,21.49,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
425,Sarah Ward,Marketing,Seo Analyst,Other,58,15,149436,3,4.1,No,0.0012,LOW,6,22.51,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
426,Cristina Martin,Sales,Account Manager,Male,30,3,36058,3,3.8,No,0.0014,LOW,7,26.12,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
427,Alexandra Dalton,Finance,Accountant,Other,46,3,159792,3,8.4,No,0.0009,LOW,7,24.37,0.3,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
428,Melissa Arias,Sales,Account Manager,Female,47,5,74415,3,0.5,No,0.0042,LOW,7,23.37,0.3,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
429,Richard Smith,Finance,Auditor,Other,33,8,43491,4,7.93,No,0.0009,LOW,6,18.88,0.4,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
430,Lori Smith,Sales,Sales Executive,Male,29,15,46600,5,3.03,No,0.0021,LOW,7,25.61,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
431,Alex Taylor,It,Developer,Female,40,10,57166,3,8.53,No,0.0012,LOW,5,15.5,0.5,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
432,Rachael Johnson,Support,Support Engineer,Male,40,3,159746,4,9.43,No,0.0009,LOW,6,20.88,0.4,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
433,David Bryant,Sales,Sales Executive,Female,53,4,175837,2,1.6,Yes,0.9982,HIGH,7,24.37,0.3,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
434,James Flores,Support,Support Engineer,Female,52,8,80388,1,2.37,No,0.0375,LOW,6,19.88,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
435,David Haynes,Support,Support Engineer,Other,52,9,171878,4,1.77,No,0.001,LOW,5,18.0,0.5,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
436,Marco Chambers,Marketing,Seo Analyst,Male,59,4,85221,4,4.1,No,0.0008,LOW,6,21.0,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
437,Todd Marsh,Hr,Hr Executive,Other,48,5,59266,3,5.8,No,0.0009,LOW,6,22.61,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
438,Sydney Robinson,Marketing,Seo Analyst,Other,37,2,169877,3,8.6,No,0.0009,LOW,7,23.99,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
439,Kelly Watkins,Marketing,Seo Analyst,Female,55,9,78917,3,1.07,No,0.002,LOW,6,18.75,0.4,Speaking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
440,Dr. Kathryn Meyer MD,Sales,Sales Executive,Male,54,3,135185,3,2.47,No,0.0017,LOW,7,24.25,0.3,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
441,Amy Guerrero,Sales,Sales Executive,Female,25,14,110287,3,3.27,No,0.0011,LOW,7,25.25,0.3,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
442,Lindsey Holmes,Support,Helpdesk,Other,27,11,50125,4,4.43,No,0.002,LOW,6,19.88,0.4,Reading Comprehension,Critical,N/A (V2 requires sentence-transformers with valid GPU)
443,Donald Cummings,Hr,Hr Manager,Female,25,9,110690,5,5.77,No,0.0009,LOW,5,20.38,0.5,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
444,Brittney Booth,It,Tester,Other,49,4,47150,3,6.0,No,0.0008,LOW,7,23.25,0.3,Critical Thinking,Critical,N/A (V2 requires sentence-transformers with valid GPU)
445,Ashley Hoffman,Sales,Account Manager,Female,34,12,121514,4,5.27,No,0.0017,LOW,6,22.0,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
446,Oscar Reid,Support,Helpdesk,Female,30,14,179581,4,3.03,No,0.0025,LOW,5,19.24,0.5,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
447,Sarah Smith,Sales,Sales Executive,Female,29,9,161650,3,-0.7,No,0.0017,LOW,6,20.12,0.4,Active Listening,Critical,N/A (V2 requires sentence-transformers with valid GPU)
